#id: 952965544
#name: H.sapiens - Lymph node (Integrated)
#score: 37.2
#coverage: 53
#description: integrated dataset: weighted average of all H.sapiens LYMPH_NODE: 37.2, Coverage: 53
#organ: LYMPH_NODE
#integrated: true
#weights: lymph_node_Wilhelm_2014_Maxquant:0.909;PXD010154_Wang_Mol_Syst_Bio_2019_human_deep_proteome_Lymph_node:0.091;
#publication_year: 2023
#filename: 9606-LYMPH_NODE-integrated.txt
#
#string_external_id	abundance
9606.ENSP00000377710	232
9606.ENSP00000399168	232
9606.ENSP00000273047	232
9606.ENSP00000483786	231
9606.ENSP00000376506	230
9606.ENSP00000321584	230
9606.ENSP00000360671	230
9606.ENSP00000217402	230
9606.ENSP00000283290	230
9606.ENSP00000363574	229
9606.ENSP00000348163	229
9606.ENSP00000362308	229
9606.ENSP00000379873	229
9606.ENSP00000360365	229
9606.ENSP00000450540	229
9606.ENSP00000309334	229
9606.ENSP00000391211	229
9606.ENSP00000341214	229
9606.ENSP00000431800	227
9606.ENSP00000348965	226
9606.ENSP00000245206	226
9606.ENSP00000264028	226
9606.ENSP00000357835	226
9606.ENSP00000376077	226
9606.ENSP00000261712	226
9606.ENSP00000325448	226
9606.ENSP00000316905	225
9606.ENSP00000433999	225
9606.ENSP00000420484	225
9606.ENSP00000478877	224
9606.ENSP00000267113	224
9606.ENSP00000385923	224
9606.ENSP00000276390	223
9606.ENSP00000378972	223
9606.ENSP00000310572	223
9606.ENSP00000364802	222
9606.ENSP00000398495	222
